model,file_id,error_category,detailed_type,section,reasoning
gpt-5-mini,day1_consultation09.txt,HALLUCINATION,ADDITION,ros,"Gold follow-up fact mentions back pain only as a warning sign for worsening; no explicit ROS statement that flank/back pain is absent. Generated ROS states no flank/back pain now, which is new clinical detail."
gpt-5-mini,day1_consultation10.txt,OMISSION,OMITTED,hpi,Gold states no vaginal discharge; none of the generated facts mention vaginal or PV discharge.
gpt-5-mini,day1_consultation10.txt,OMISSION,OMITTED,hpi,Gold states the patient is eating and drinking well; generated facts do not address appetite or oral intake status.
gpt-5-mini,day1_consultation10.txt,OMISSION,PARTIALLY_COVERED,med,"Gold lists COCP, mebeverine, and weed. Generated MED-001 covers COCP and MED-002 describes an IBS medication starting with M (consistent with mebeverine), but cannabis/weed is captured as a social history item (SH-005) rather than a medication. Thus COCP and IBS med are covered; weed as a med is not."
gpt-5-mini,day1_consultation10.txt,OMISSION,OMITTED,famhx,Gold states no relevant family history; there is no generated fact about family history at all.
gpt-5-mini,day1_consultation10.txt,OMISSION,PARTIALLY_COVERED,fu,"Gold: review in 1 week if not better. Generated PLAN-005 advises re-present/call if symptoms not improved by 1 week, capturing the timing and condition, and FU-001 notes follow-up regarding test results, which is additional. The core 1-week review-if-not-better concept is covered."
gpt-5-mini,day1_consultation10.txt,HALLUCINATION,ADDITION,hpi,"Increased urinary frequency is in gold, but the impact on university activities is new contextual detail not present in gold."
gpt-5-mini,day1_consultation10.txt,HALLUCINATION,ADDITION,hpi,No flank pain is new negative information not mentioned in gold; it does not conflict with any gold fact.
gpt-5-mini,day1_consultation10.txt,HALLUCINATION,ADDITION,sh,Timing of last unprotected sex (~1–2 weeks ago) is not addressed in gold; no conflict.
gpt-5-mini,day1_consultation10.txt,HALLUCINATION,ADDITION,sh,"Gold lists weed as a medication history; generated fact frames cannabis as tried once 1.5 weeks ago in social history. This is extra context and timing, not explicitly in gold but not contradictory."
gpt-5-mini,day1_consultation10.txt,HALLUCINATION,ADDITION,asm,"Includes suspected acute uncomplicated cystitis and details (CVA tenderness, afebrile, explicit hematuria) not all listed in gold. UTI diagnosis is consistent, but the additional clinical qualifiers and hematuria term are extra detail."
gpt-5-mini,day1_consultation10.txt,HALLUCINATION,ADDITION,fu,Follow-up to contact patient with urine results and adjust antibiotics per culture is not in gold; it adds management detail but does not conflict.
gpt-5-mini,day1_consultation10.txt,HALLUCINATION,ADDITION,pe,Statement that no vitals or physical exam were documented is not addressed in gold facts; there is no conflict but also no supporting gold content.
gpt-5-mini,day1_consultation12.txt,OMISSION,OMITTED,hpi,Gold states vomiting began 3 days ago; generated HPI only mentions initial vomiting without specifying the 3‑day onset. The 3‑day duration is instead attached to diarrhea.
gpt-5-mini,day1_consultation12.txt,OMISSION,CONTRADICTION,hpi,"Gold: no fever/temperature but feels warm and weak. Generated hpi-005: possible low‑grade fever early, currently feels 'kind of fine'; this introduces fever and omits current warmth/weakness description, conflicting with 'no fever'."
gpt-5-mini,day1_consultation12.txt,OMISSION,PARTIALLY_COVERED,med,Gold: salbutamol inhaler PRN. Generated med-001: blue reliever inhaler PRN and asm-003: uses blue inhaler PRN. These imply a PRN reliever inhaler but do not explicitly state salbutamol; clinical inference is likely but not verbatim.
gpt-5-mini,day1_consultation12.txt,OMISSION,PARTIALLY_COVERED,famhx,Gold: father had HTN and died of bowel cancer. Generated fh-001: father had HTN and died of bowel cancer about 10 years ago. Core content is covered; the '~10 years ago' is an added temporal detail not in gold.
gpt-5-mini,day1_consultation12.txt,OMISSION,PARTIALLY_COVERED,sh,Gold: non‑smoker and social alcohol. Generated sh-003: drinks alcohol infrequently (roughly aligns with social alcohol); sh-004: non‑smoker. Both components present but phrasing of alcohol use differs slightly.
gpt-5-mini,day1_consultation12.txt,OMISSION,PARTIALLY_COVERED,asm,"Gold: impression is gastroenteritis. Generated asm-001: acute gastroenteritis with extra details (3 days, likely self‑limited). The base diagnosis matches; acuity/likelihood are added details."
gpt-5-mini,day1_consultation12.txt,OMISSION,PARTIALLY_COVERED,plan,Gold: OTC oral rehydration solution Dioralyte. Generated plan-002 and plan-007: ORS recommended / electrolyte replacement with 'Diurelite' suggested. Concept of ORS and brand is covered; spelling differs but intent matches.
gpt-5-mini,day1_consultation12.txt,OMISSION,CONTRADICTION,plan,Gold: recommended regular paracetamol. Generated plan-003: paracetamol PRN for fever/feeling unwell. PRN (as needed) conflicts with a plan specifying regular dosing.
gpt-5-mini,day1_consultation12.txt,OMISSION,PARTIALLY_COVERED,fu,"Gold: re‑review earlier if worsening diarrhea, vomiting, abdo pain, or reduced oral intake. Generated fu-002: re‑contact if persistent/worsening symptoms without specifying listed symptoms. Concept of earlier review for worsening is present; the specific symptom list is omitted."
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,ADDITION,cc,"Chief complaint (3‑day history of diarrhea) is not described in the gold facts, which start from HPI. No conflict, but entirely new detail."
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,PARTIALLY_SUPPORTED,hpi,"Supported: diarrhea 5–6/day, watery/loose, no blood (matches hpi-002, hpi-003, and part of hpi-004). Added: associates these findings with 3 days of duration and calls it 'diarrhea' for 3 days, whereas gold only dates vomiting to 3 days; the duration linkage is extra."
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,ADDITION,hpi,"Gold notes vomiting starting 3 days ago but does not state it was only 'few' episodes or that it has now resolved. The limited number and resolution are added and not grounded in the gold facts, though not directly contradictory."
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,PARTIALLY_SUPPORTED,hpi,"Supported: feels dehydrated (gold hpi-005). Added: explicitly adds 'weak' here, which is in gold hpi-007; so overall supported by combination of hpi-005 and hpi-007."
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,CONTRADICTION,hpi,Gold: no fever/temperature but feels warm (hpi-007). Generated: possible low‑grade fever early in illness. Introducing fever contradicts 'no fever/temp'; the 'currently feels kind of fine' also does not reflect gold's 'feels warm and weak'.
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,PARTIALLY_SUPPORTED,hpi,"Supported: denies abdominal pain and headache (gold hpi-004, hpi-008). 'Myalgias' is equivalent to muscle pain and matches hpi-008. Fully consistent and essentially supported by both hpi-004 and hpi-008."
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,PARTIALLY_SUPPORTED,hpi,"Supported: no known contacts/triggers (gold hpi-009). Added: mentions 'onset spontaneous at home' and 'no known food/exposure triggers' specifically; gold only says 'unaware of triggers' and 'no unwell contacts', so food/other exposures and location of onset are added."
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,PARTIALLY_SUPPORTED,med,"Gold: salbutamol PRN. Generated: blue reliever inhaler PRN. Clinically, a blue reliever inhaler typically implies salbutamol, but the specific drug name is not given; thus partially supported, with inferred detail."
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,PARTIALLY_SUPPORTED,fh,Supported for HTN and death from bowel cancer. The '~10 years ago' timing is an added detail not present in gold.
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,ADDITION,sh,Off work for 3 days is not mentioned anywhere in gold; new social detail.
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,PARTIALLY_SUPPORTED,sh,"Gold: drinks alcohol socially. Generated: drinks alcohol infrequently. Compatible, but wording/degree differ slightly, so treated as partially supported."
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,PARTIALLY_SUPPORTED,asm,"Supported for diagnosis of gastroenteritis. Added: 'acute', 3 days of watery diarrhea, initial vomiting, and 'likely self‑limited', which are not in gold but do not conflict."
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,ADDITION,asm,"Gold does not list dehydration as a separate assessment, although symptoms suggest it. Labeling 'Dehydration' as a diagnosis is an added assessment not explicitly present in gold."
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,ADDITION,asm,Gold only notes a history of asthma; it does not specify 'intermittent' or management details beyond salbutamol PRN. Characterizing asthma as intermittent and including management is added detail.
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,PARTIALLY_SUPPORTED,plan,Gold recommends OTC Dioralyte. Generated recommends ORS and suggests 'Diurelite'. Conceptually aligned; drug name spelling and explicit OTC mention differ but not conflicting.
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,CONTRADICTION,plan,"Gold: regular paracetamol. Generated: paracetamol PRN for fever/feeling unwell. Regular dosing vs PRN indicates a different regimen, so they conflict."
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,ADDITION,plan,"Advice about time off work 1–2 days is not described in gold. It indirectly supports 'rest' but is a new, more specific instruction."
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,ADDITION,plan,Return to work when diarrhea‑free 24–48h is not in gold. New return‑to‑work criterion.
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,PARTIALLY_SUPPORTED,plan,Electrolyte replacement with Diurelite is another way of stating oral rehydration solution (Dioralyte) recommendation. Supported conceptually; naming and 'consider' vs 'recommended' represent slight variation.
gpt-5-mini,day1_consultation12.txt,HALLUCINATION,PARTIALLY_SUPPORTED,fu,"Gold: earlier review for worsening diarrhea, vomiting, abdo pain, or reduced oral intake. Generated: re‑contact if persistent/worsening symptoms without listing specifics. The general concept matches but omits the symptom detail."
gpt-5-mini,day1_consultation14.txt,OMISSION,OMITTED,hpi,"Gold states a 5-day history of cough and runny nose. Generated HPI facts discuss dry cough and characteristics but do not explicitly mention duration or runny nose in HPI. The CC mentions 5–6 days and rhinorrhea, but the gold fact is in HPI, not CC, and is not clearly captured there."
gpt-5-mini,day1_consultation14.txt,OMISSION,OMITTED,hpi,Gold: patient denies any ear pain or sore throat. Generated has denial of ear pain/discharge (hpi-011) but no denial of sore throat; no mention of sore throat present or absent. Thus the combined gold statement is only partially reflected and not fully covered.
gpt-5-mini,day1_consultation14.txt,OMISSION,OMITTED,hpi,"Gold: no shortness of breath or chest pain. Generated separates chest pain (hpi-009: no chest pain) and baseline dyspnea (hpi-010: no baseline dyspnea). The gold states no SOB currently, not just baseline. The combination and timing are not clearly matched, so this exact gold fact is not fully captured."
